城市,行政区,小区地址,小区名称,小区户型,户型类型,面积,租金,租金付款方式,更新时间
杭州,江干区火车东站,距4号线新风站步行约960米,红街公寓,4室1厅,楼层7/18,13.2㎡,1990,季付价,2010年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层8/23,11.3㎡,1590,季付价,暂无数据
杭州,西湖区嘉绿商圈,距2号线丰潭路站步行约275米,嘉绿西苑,3室1厅,楼层1/6,9.72㎡,1990,季付价,1998年建成
杭州,拱墅区申花,距2号线三墩站步行约1799米,融信学院府,3室1厅,楼层6/17,12.6㎡,1790,季付价,2014年建成
杭州,西湖区申花,距2号线三墩站步行约660米,秀里华庭,3室1厅,楼层22/22,7.7㎡,1790,季付价,2017年建成
杭州,西湖区三墩,距2号线金家渡站步行约660米,金地自在城,4室1厅,楼层18/26,13.58㎡,1830,季付价,2011年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1760米,万科海上明月,4室1厅,楼层27/27,10.8㎡,1760,季付价,暂无数据
杭州,江干区火车东站,距4号线新风站步行约960米,红街公寓,3室1厅,楼层4/18,11㎡,1860,季付价,2010年建成
杭州,下沙区高教园区西,距1号线文泽路站步行约245米,月雅苑,5室1厅,楼层5/6,14㎡,1690,季付价,2003年建成
杭州,江干区景芳,距4号线新塘站步行约1712米,云河南园,3室1厅,楼层5/18,10㎡,1690,季付价,暂无数据
杭州,江干区景芳,距4号线新塘站步行约1091米,水湘人家东苑,3室1厅,楼层4/16,10.2㎡,1730,季付价,2012年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,5室1厅,楼层2/34,10.8㎡,1730,季付价,暂无数据
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,5室1厅,楼层6/34,10.8㎡,1730,季付价,暂无数据
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层22/34,10.8㎡,1730,季付价,暂无数据
杭州,拱墅区申花,距2号线三墩站步行约1799米,融信学院府,4室1厅,楼层4/17,12.5㎡,1690,季付价,2014年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约532米,滨江金色江南,4室1厅,楼层18/27,9.8㎡,1730,季付价,2016年建成
杭州,西湖区良渚,距2号线白洋站步行约1585米,龙湖水晶郦城,4室1厅,楼层6/33,16.7㎡,1560,季付价,2018年建成
杭州,下城区丝绸城,距2号线中河北路站步行约383米,十五家园,3室1厅,楼层5/7,13.1㎡,2160,季付价,2000年建成
杭州,拱墅区桥西,距5号线拱宸桥东站站步行约867米,紫荆家园,3室1厅,楼层5/6,14㎡,1890,季付价,2002年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层15/23,13㎡,1590,季付价,暂无数据
杭州,拱墅区和睦,距5号线大运河站站步行约1338米,小河佳苑,4室1厅,楼层3/18,13.2㎡,1790,季付价,2008年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约381米,朝晖一区,3室1厅,楼层1/5,11.9㎡,1830,季付价,1989年建成
杭州,江干区闸弄口,距4号线新风站步行约826米,万家花园欣和苑,5室1厅,楼层2/5,11.9㎡,1760,季付价,2004年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1738米,丰润家园,2室1厅,楼层19/19,12㎡,1860,季付价,2018年建成
杭州,下城区朝晖,距2号线沈塘桥站步行约1386米,朝晖九区,3室1厅,楼层6/7,12.2㎡,1930,季付价,1990年建成
杭州,江干区九堡,距1号线客运中心站步行约1468米,红苹果家园,4室1厅,楼层2/18,14.9㎡,1990,季付价,2006年建成
杭州,下沙区高教园区西,距1号线文泽路站步行约902米,北银公寓,4室1厅,楼层4/18,14.8㎡,1760,季付价,2005年建成
杭州,上城区近江,距1号线婺江路站步行约839米,婺江家园三园,3室1厅,楼层6/30,10.4㎡,2190,季付价,2017年建成
杭州,江干区四季青,距2号线庆菱路站步行约687米,采荷新村,2室1厅,楼层2/7,11.9㎡,2090,季付价,1988年建成
杭州,拱墅区申花,距5号线萍水街站站步行约773米,拱苑小区,4室1厅,楼层2/6,10㎡,1690,季付价,2003年建成
杭州,萧山区西兴,距1号线滨康路站步行约958米,金帝金色钱塘,4室1厅,楼层8/18,14.6㎡,1960,季付价,2008年建成
杭州,拱墅区申花,距5号线萍水街站站步行约994米,黄龙金茂悦,4室1厅,楼层15/27,11.4㎡,2030,季付价,2015年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1101米,朝晖七区,3室1厅,楼层6/6,13.5㎡,1990,季付价,2001年建成
杭州,拱墅区申花,距5号线萍水街站站步行约773米,拱苑小区,4室1厅,楼层8/17,11.24㎡,1760,季付价,2003年建成
杭州,西湖区竞舟商圈,距2号线丰潭路站步行约888米,雅仕苑,4室1厅,楼层2/6,13.2㎡,1790,季付价,2000年建成
杭州,江干区四季青,距2号线庆菱路站步行约496米,双菱新村,2室1厅,楼层4/6,12.9㎡,2490,季付价,1988年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层5/10,15.01㎡,1860,季付价,暂无数据
杭州,西湖区黄龙,距2号线武林门站步行约570米,金祝新村,2室1厅,楼层5/6,9.91㎡,2190,季付价,暂无数据
杭州,西湖区三墩,距2号线金家渡站步行约660米,金地自在城,4室1厅,楼层23/25,8.8㎡,1830,季付价,2011年建成
杭州,滨江区长河,距1号线西兴站步行约396米,春波西苑,4室1厅,楼层15/21,15.2㎡,2290,季付价,2018年建成
杭州,江干区景芳,距4号线新塘站步行约1091米,水湘人家东苑,3室1厅,楼层5/13,13.7㎡,2190,季付价,2012年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1610米,朝晖六区,4室1厅,楼层5/6,13㎡,1930,季付价,1996年建成
杭州,西湖区三墩,距2号线三墩站步行约660米,新世纪花苑,3室1厅,楼层1/6,14.1㎡,1690,季付价,2002年建成
杭州,滨江区明月江南,距1号线滨和路站步行约666米,迎春小区,5室1厅,楼层4/6,13.1㎡,1830,季付价,2005年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层5/21,11㎡,2190,季付价,2016年建成
杭州,西湖区竞舟商圈,距2号线丰潭路站步行约1160米,南都花园三区,4室1厅,楼层2/7,11.5㎡,1690,季付价,1999年建成
杭州,拱墅区申花,距5号线萍水街站站步行约773米,拱苑小区,4室1厅,楼层2/6,14.9㎡,1830,季付价,2003年建成
杭州,拱墅区申花,距5号线萍水街站站步行约999米,景瑞悦西台,5室1厅,楼层3/8,14.4㎡,1990,季付价,2017年建成
杭州,下城区朝晖,距1号线打铁关站步行约1839米,德胜东村,4室1厅,楼层2/7,11.8㎡,1830,季付价,1993年建成
杭州,滨江区西兴,距1号线西兴站步行约572米,云厦连园,4室1厅,楼层6/12,11.7㎡,2360,季付价,2010年建成
杭州,下城区丝绸城,距2号线建国北路站步行约573米,新华坊社区,3室1厅,楼层4/7,10.78㎡,2330,季付价,2000年建成
杭州,拱墅区桥西,距5号线大运河站站步行约890米,天阳上河,4室1厅,楼层1/11,13㎡,1730,季付价,2008年建成
杭州,西湖区竞舟商圈,距2号线丰潭路站步行约884米,香樟公寓,5室1厅,楼层5/7,10㎡,1730,季付价,1998年建成
杭州,拱墅区湖墅,距2号线沈塘桥站步行约991米,叶青苑,4室1厅,楼层4/7,11.9㎡,1990,季付价,2000年建成
杭州,江干区景芳,距4号线景芳站步行约744米,景芳新五区,3室1厅,楼层2/7,11.9㎡,2290,季付价,1989年建成
杭州,拱墅区申花,距5号线萍水街站站步行约994米,黄龙金茂悦,4室1厅,楼层23/26,11㎡,1990,季付价,2015年建成
杭州,西湖区紫金港,距2号线三墩站步行约1115米,中旅紫金名门,4室1厅,楼层17/33,12.4㎡,1660,季付价,2016年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层16/23,11.1㎡,1590,季付价,暂无数据
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层17/22,11.1㎡,1590,季付价,暂无数据
杭州,下沙区沿江南,距1号线下沙江滨站步行约1109米,世茂江滨花园瑞景湾,3室1厅,楼层28/33,14.4㎡,1530,季付价,2012年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层2/25,10.37㎡,1790,季付价,2016年建成
杭州,江干区火车东站,距4号线景芳站步行约520米,景芳三区,3室1厅,楼层2/7,10.5㎡,1990,季付价,1996年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层5/25,7.4㎡,1690,季付价,2016年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层3/16,7.4㎡,1690,季付价,2016年建成
杭州,下城区东新,距5号线善贤站站步行约1838米,香源公寓,3室1厅,楼层4/18,14㎡,1760,季付价,2013年建成
杭州,下城区东新,距5号线善贤站站步行约1838米,香源公寓,3室1厅,楼层4/18,14㎡,1760,季付价,2013年建成
杭州,江干区三里亭,距1号线闸弄口站步行约328米,蓝天城市花园,4室1厅,楼层5/6,15㎡,2090,季付价,2007年建成
杭州,上城区复兴,距4号线复兴路站站步行约794米,美政花苑,3室1厅,楼层4/7,9.6㎡,2260,季付价,1998年建成
杭州,下沙区沿江北,距1号线云水站步行约727米,野风海天城,5室1厅,楼层8/17,11.5㎡,1760,季付价,2009年建成
杭州,西湖区嘉绿商圈,距2号线丰潭路站步行约275米,嘉绿西苑,3室1厅,楼层6/6,10.9㎡,2190,季付价,1998年建成
杭州,江干区南肖埠,距2号线庆菱路站步行约702米,南肖埠北景西苑,4室1厅,楼层5/7,13.8㎡,1990,季付价,1999年建成
杭州,滨江区明月江南,距1号线滨和路站步行约666米,迎春小区,4室1厅,楼层2/6,16.2㎡,2090,季付价,2005年建成
杭州,西湖区竞舟商圈,距2号线文新站步行约961米,南都花园二区,4室1厅,楼层2/7,11.9㎡,1690,季付价,1996年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1101米,朝晖七区,3室1厅,楼层4/6,13㎡,2030,季付价,2001年建成
杭州,余杭区乔司,距1号线乔司南站步行约1231米,复地连城国际,4室1厅,楼层15/16,19.8㎡,1730,季付价,2011年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层17/23,11㎡,1590,季付价,暂无数据
杭州,余杭区亲亲家园,距2号线金家渡站步行约266米,协安蓝郡,7室2厅,楼层16/17,17.8㎡,1890,季付价,2016年建成
杭州,下沙区高教园区东,距1号线云水站步行约1181米,保利江语海,4室1厅,楼层32/34,13㎡,1930,季付价,2012年建成
杭州,拱墅区申花,距5号线拱宸桥东站站步行约473米,银河嘉园,5室1厅,楼层6/6,13㎡,1960,季付价,2005年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层2/15,12㎡,1630,季付价,暂无数据
杭州,拱墅区桥西,距5号线大运河站站步行约541米,新安天苑,3室1厅,楼层14/24,14㎡,2030,季付价,2011年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层3/15,12㎡,1630,季付价,暂无数据
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层4/15,12㎡,1630,季付价,暂无数据
杭州,江干区火车东站,距4号线新风站步行约960米,红街公寓,4室1厅,楼层16/18,9.3㎡,1660,季付价,2010年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层10/16,13.53㎡,2130,季付价,2016年建成
杭州,西湖区竞舟商圈,距2号线丰潭路站步行约888米,雅仕苑,3室1厅,楼层3/5,11.89㎡,1960,季付价,2000年建成
杭州,江干区火车东站,距1号线彭埠站步行约2035米,金色黎明二期,4室1厅,楼层5/16,10.4㎡,1690,季付价,2015年建成
杭州,余杭区三墩,距2号线墩祥街站步行约579米,亲亲家园一期,4室1厅,楼层4/6,8.42㎡,1560,季付价,2005年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1069米,施家花园,4室1厅,楼层5/7,11㎡,1790,季付价,暂无数据
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层3/15,12.1㎡,1630,季付价,暂无数据
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层6/17,12.1㎡,1630,季付价,暂无数据
杭州,拱墅区申花,距2号线三墩站步行约1304米,雍荣华庭,3室1厅,楼层23/25,12.4㎡,1690,季付价,2017年建成
杭州,西湖区嘉绿商圈,距2号线古翠路站步行约547米,嘉绿名苑,4室1厅,楼层14/18,10.85㎡,1860,季付价,2003年建成
杭州,拱墅区申花,距5号线萍水街站站步行约1010米,景瑞申花壹号院,4室1厅,楼层3/26,9㎡,1830,季付价,2016年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层14/34,10.5㎡,1730,季付价,暂无数据
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层2/15,12.2㎡,1630,季付价,暂无数据
杭州,江干区火车东站,距4号线景芳站步行约575米,景芳五区,3室1厅,楼层6/7,7.8㎡,1890,季付价,1989年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层2/23,12.8㎡,1990,季付价,暂无数据
杭州,余杭区乔司,距1号线翁梅站步行约757米,金地艺境,4室1厅,楼层12/17,12㎡,1690,季付价,2017年建成
杭州,西湖区未来科技城,距5号线蒋村站站步行约1295米,融创河滨之城雨澜轩,4室1厅,楼层6/18,13.78㎡,1660,季付价,2016年建成
杭州,拱墅区桥西,距5号线大运河站站步行约569米,吉如家园,5室1厅,楼层15/21,15.6㎡,2290,季付价,2009年建成
杭州,拱墅区申花,距2号线三墩站步行约1304米,雍荣华庭,4室1厅,楼层30/30,15.5㎡,1830,季付价,2017年建成
杭州,拱墅区申花,距2号线三墩站步行约1304米,雍荣华庭,4室1厅,楼层22/30,15.5㎡,1830,季付价,2017年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层1/15,11.5㎡,1730,季付价,暂无数据
杭州,江干区火车东站,距4号线景芳站步行约456米,景苑公寓(江干),3室1厅,楼层12/19,9㎡,1760,季付价,2004年建成
杭州,江干区火车东站,距4号线新风站步行约960米,红街公寓,3室1厅,楼层14/18,13.7㎡,2030,季付价,2010年建成
杭州,萧山区滨江区政府,距2号线飞虹路站步行约1219米,顺发美哉美城,4室1厅,楼层2/13,11.6㎡,1760,季付价,2017年建成
杭州,下沙区高教园区西,距1号线文泽路站步行约461米,和达城,4室1厅,楼层11/33,15.6㎡,2260,季付价,2013年建成
杭州,西湖区文新,距2号线文新站步行约286米,星洲花园红树林,5室1厅,楼层4/6,9.4㎡,1790,季付价,2001年建成
杭州,西湖区申花,距5号线三坝站站步行约1107米,政苑小区,4室2厅,楼层4/6,11.4㎡,1760,季付价,2005年建成
杭州,滨江区浦沿,距4号线杨家墩站站步行约428米,银爵世纪公寓,3室1厅,楼层17/31,12.2㎡,2130,季付价,2008年建成
杭州,滨江区明月江南,距1号线滨和路站步行约666米,迎春小区,4室1厅,楼层9/11,11.4㎡,1890,季付价,2005年建成
杭州,江干区九堡,距1号线客运中心站步行约950米,左邻右舍,5室1厅,楼层11/11,11.7㎡,1660,季付价,2009年建成
杭州,余杭区三墩,距2号线金家渡站步行约648米,亲亲家园二期,5室1厅,楼层7/11,11.1㎡,1760,季付价,2007年建成
杭州,拱墅区申花,距2号线三墩站步行约1304米,雍荣华庭,4室1厅,楼层12/29,15.7㎡,1830,季付价,2017年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1071米,朝晖四区,3室1厅,楼层6/6,11.8㎡,1860,季付价,1996年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层6/23,10.8㎡,1560,季付价,暂无数据
杭州,江干区三里亭,距1号线闸弄口站步行约1705米,三里家园三区,3室1厅,楼层5/6,12㎡,1760,季付价,2003年建成
杭州,滨江区滨江区政府,距1号线滨和路站步行约389米,欣盛东方郡东区,4室1厅,楼层4/24,12.3㎡,2160,季付价,2010年建成
杭州,西湖区嘉绿商圈,距2号线丰潭路站步行约464米,世纪新城西区,4室1厅,楼层6/10,11.9㎡,2430,季付价,2005年建成
杭州,江干区火车东站,距4号线景芳站步行约520米,景芳三区,3室1厅,楼层5/7,12.8㎡,2130,季付价,1996年建成
杭州,滨江区明月江南,距1号线滨和路站步行约618米,迎春北苑,4室1厅,楼层5/6,13.6㎡,1990,季付价,2005年建成
杭州,江干区三里亭,距1号线闸弄口站步行约1705米,三里家园三区,3室1厅,楼层5/6,12.1㎡,1760,季付价,2003年建成
杭州,上城区复兴,距4号线复兴路站站步行约573米,复兴南苑,3室1厅,楼层2/7,12㎡,2130,季付价,1998年建成
杭州,拱墅区申花,距5号线萍水街站站步行约773米,拱苑小区,4室1厅,楼层2/6,9.2㎡,1590,季付价,2003年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层5/21,11㎡,2230,季付价,2016年建成
杭州,西湖区西湖,距2号线学院路站步行约1298米,融信杭州公馆,5室1厅,楼层6/7,14.1㎡,2090,季付价,2017年建成
杭州,下沙区高教园区西,距1号线文海南路　站步行约1520米,清雅苑,4室1厅,楼层11/17,15.9㎡,1660,季付价,2003年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层4/21,11㎡,2230,季付价,2016年建成
杭州,下城区朝晖,距2号线沈塘桥站步行约1386米,朝晖九区,3室1厅,楼层6/6,14.1㎡,1830,季付价,1990年建成
杭州,西湖区三墩,距2号线金家渡站步行约660米,金地自在城,4室1厅,楼层22/26,9.91㎡,1630,季付价,2011年建成
杭州,下城区朝晖,距1号线打铁关站步行约1141米,现代雅苑,3室1厅,楼层8/25,13.3㎡,1930,季付价,2004年建成
杭州,余杭区三墩,距2号线金家渡站步行约699米,铭雅苑东区,4室1厅,楼层4/6,18㎡,1590,季付价,2004年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层23/34,10.4㎡,1730,季付价,暂无数据
杭州,江干区四季青,距2号线庆菱路站步行约687米,采荷新村,3室1厅,楼层6/7,10.1㎡,2060,季付价,1988年建成
杭州,西湖区古荡,距2号线古翠路站步行约1203米,古荡新村西区,3室1厅,楼层5/6,12.8㎡,1960,季付价,1990年建成
杭州,下城区大营盘,距2号线建国北路站步行约1039米,体育场路71-176号,3室1厅,楼层6/7,12.7㎡,2090,季付价,2000年建成
杭州,滨江区明月江南,距1号线滨和路站步行约618米,迎春北苑,4室1厅,楼层5/6,13.7㎡,1990,季付价,2005年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层33/34,10.4㎡,1730,季付价,暂无数据
杭州,下城区宝善,距2号线建国北路站步行约550米,树园,4室1厅,楼层4/6,12.75㎡,1990,季付价,1990年建成
杭州,江干区城东新城,距1号线九堡站步行约1954米,大家多立方,4室1厅,楼层9/16,10.8㎡,1690,季付价,2012年建成
杭州,下城区朝晖,距5号线善贤站站步行约1733米,三塘兰园,4室1厅,楼层5/7,11.5㎡,1760,季付价,2002年建成
杭州,余杭区良渚,距2号线白洋站步行约966米,奥克斯缔逸城,5室1厅,楼层31/31,15㎡,1560,季付价,2017年建成
杭州,拱墅区大关,距5号线善贤站站步行约1504米,大关西四苑,3室1厅,楼层5/6,11㎡,1890,季付价,1995年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约1775米,合景映月台,5室1厅,楼层3/7,13㎡,1660,季付价,2018年建成
杭州,上城区近江,距4号线城星路站步行约925米,华龙家园,7室1厅,楼层4/7,11.6㎡,1960,季付价,1998年建成
杭州,西湖区嘉绿商圈,距2号线古翠路站步行约190米,嘉绿北苑,5室1厅,楼层6/6,8.78㎡,1760,季付价,1999年建成
杭州,西湖区申花,距5号线三坝站站步行约712米,和苑小区,4室1厅,楼层1/8,14.16㎡,2160,季付价,2009年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层18/21,11㎡,2130,季付价,2016年建成
杭州,萧山区浦沿,距4号线浦沿站站步行约2111米,通和戈雅公寓,4室1厅,楼层3/32,14.9㎡,1630,季付价,2007年建成
杭州,西湖区竞舟商圈,距2号线丰潭路站步行约884米,香樟公寓,5室1厅,楼层5/7,9.2㎡,1660,季付价,1998年建成
杭州,滨江区长河,距1号线西兴站步行约732米,春波南苑,4室1厅,楼层5/18,13.6㎡,2260,季付价,2006年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约2177米,奥克斯时代未来之城,4室1厅,楼层10/44,11.4㎡,1690,季付价,2018年建成
杭州,江干区三里亭,距1号线闸弄口站步行约328米,蓝天城市花园,5室1厅,楼层5/6,8.1㎡,1590,季付价,2007年建成
杭州,江干区彭埠,距4号线彭埠站步行约1225米,花园新宸府,3室1厅,楼层6/16,9.7㎡,1760,季付价,暂无数据
杭州,拱墅区申花,距5号线萍水街站站步行约1010米,景瑞申花壹号院,4室1厅,楼层23/26,9.1㎡,1760,季付价,2016年建成
杭州,江干区彭埠,距4号线彭埠站步行约1225米,花园新宸府,3室1厅,楼层3/16,9.7㎡,1760,季付价,暂无数据
杭州,下城区武林,距2号线武林门站步行约519米,环西新村,3室1厅,楼层6/6,14.7㎡,2390,季付价,1990年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层2/23,10.7㎡,1560,季付价,暂无数据
杭州,拱墅区拱宸桥,距5号线善贤站站步行约1988米,中国铁建国际汇,7室1厅,楼层24/24,12.5㎡,1660,季付价,2015年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约2177米,奥克斯时代未来之城,4室1厅,楼层12/48,11.38㎡,1690,季付价,2018年建成
杭州,西湖区申花,距2号线虾龙圩站步行约715米,丽阳苑,4室1厅,楼层6/7,16㎡,2230,季付价,2010年建成
杭州,余杭区乔司,距1号线乔司南站步行约742米,佳兆业君汇上品,4室1厅,楼层5/13,11.4㎡,1430,季付价,2016年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约2177米,奥克斯时代未来之城,4室1厅,楼层42/44,11.38㎡,1690,季付价,2018年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约2177米,奥克斯时代未来之城,4室1厅,楼层9/44,11.38㎡,1690,季付价,2018年建成
杭州,下城区朝晖,距1号线打铁关站步行约989米,流水北苑,4室1厅,楼层5/6,11㎡,1860,季付价,1996年建成
杭州,萧山区萧山区政府,距2号线飞虹路站步行约1398米,盈一佳苑,4室1厅,楼层11/16,14.4㎡,1830,季付价,2017年建成
杭州,下沙区高教园区西,距1号线文泽路站步行约842米,下沙文汇苑,5室1厅,楼层6/19,15.6㎡,2260,季付价,2005年建成
杭州,拱墅区大关,距5号线善贤站站步行约1548米,大关东六苑,3室1厅,楼层6/7,12㎡,1930,季付价,1994年建成
杭州,西湖区未来科技城,距5号线蒋村站站步行约1295米,融创河滨之城雨澜轩,4室1厅,楼层3/18,10.3㎡,1890,季付价,2016年建成
杭州,下城区朝晖,距1号线打铁关站步行约834米,和平小区,3室1厅,楼层3/7,13.9㎡,2190,季付价,2002年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层12/34,10.3㎡,1730,季付价,暂无数据
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层9/34,10.3㎡,1730,季付价,暂无数据
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层26/34,10.3㎡,1730,季付价,暂无数据
杭州,下城区朝晖,距1号线西湖文化广场站步行约507米,青园小区,3室1厅,楼层16/30,10.6㎡,2190,季付价,2002年建成
杭州,下沙区沿江南,距1号线下沙江滨站步行约1487米,世茂江滨花园峻景湾,5室1厅,楼层8/33,16㎡,1830,季付价,2011年建成
杭州,余杭区乔司,距1号线乔司南站步行约1231米,复地连城国际,4室1厅,楼层5/16,13.6㎡,1530,季付价,2011年建成
杭州,萧山区萧山区政府,距2号线人民广场站步行约781米,银河小区,7室1厅,楼层11/11,17㎡,2130,季付价,1998年建成
杭州,下城区朝晖,距1号线打铁关站步行约191米,打铁关新村,3室1厅,楼层2/7,19㎡,2390,季付价,1996年建成
杭州,拱墅区桥西,距5号线大运河站站步行约472米,风景大院,4室1厅,楼层16/18,10㎡,1590,季付价,2009年建成
杭州,江干区钱江新城,距2号线钱江路站步行约391米,钱江三苑,4室1厅,楼层2/6,14.8㎡,2330,季付价,2009年建成
杭州,萧山区滨江区政府,距2号线飞虹路站步行约1219米,顺发美哉美城,6室1厅,楼层5/13,12.1㎡,1990,季付价,2017年建成
杭州,下沙区沿江北,距1号线云水站步行约1151米,梦琴湾,4室1厅,楼层16/31,19㎡,2030,季付价,2007年建成
杭州,江干区闸弄口,距4号线新风站步行约529米,万家花园万和苑,4室1厅,楼层2/6,13㎡,2390,季付价,2004年建成
杭州,滨江区浦沿,距4号线浦沿站站步行约992米,东和云第,4室1厅,楼层6/32,8.78㎡,1730,季付价,2014年建成
杭州,江干区城东新城,距1号线彭埠站步行约1471米,滨江德信东方星城,5室1厅,楼层3/17,11.8㎡,1760,季付价,2017年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1535米,中国铁建江南国际城,5室1厅,楼层4/28,13.49㎡,1790,季付价,2017年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层10/16,9.8㎡,1660,季付价,2016年建成
杭州,拱墅区申花,距5号线萍水街站站步行约994米,黄龙金茂悦,4室1厅,楼层24/27,10.17㎡,1930,季付价,2015年建成
杭州,江干区闸弄口,距4号线新风站步行约826米,万家花园欣和苑,4室1厅,楼层4/6,16㎡,2160,季付价,2004年建成
杭州,江干区景芳,距4号线新塘站步行约1394米,中企艮山府,3室1厅,楼层23/24,14㎡,1960,季付价,2017年建成
杭州,拱墅区大关,距5号线善贤站站步行约1504米,大关西四苑,4室1厅,楼层6/7,15㎡,1790,季付价,1995年建成
杭州,上城区近江,距1号线婺江路站步行约839米,婺江家园三园,4室1厅,楼层8/25,12.3㎡,2190,季付价,2017年建成
杭州,江干区闸弄口,距1号线闸弄口站步行约498米,红树林花园,4室1厅,楼层11/25,11.1㎡,1960,季付价,2003年建成
杭州,下城区天水,距2号线中河北路站步行约722米,玄坛弄,2室1厅,楼层6/6,13.26㎡,2360,季付价,暂无数据
杭州,萧山区萧山区政府,距1号线滨康路站步行约1535米,中国铁建江南国际城,4室1厅,楼层2/34,11.1㎡,1890,季付价,2017年建成
杭州,上城区近江,距1号线婺江路站步行约839米,婺江家园三园,4室1厅,楼层9/23,12.3㎡,2190,季付价,2017年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1071米,朝晖四区,3室1厅,楼层6/7,11.8㎡,1890,季付价,1996年建成
杭州,江干区景芳,距4号线新塘站步行约1382米,云河西园,3室1厅,楼层1/18,12㎡,1830,季付价,暂无数据
杭州,萧山区萧山区政府,距2号线建设一路站步行约1738米,丰润家园,3室1厅,楼层16/20,12.1㎡,1830,季付价,2018年建成
杭州,江干区火车东站,距1号线彭埠站步行约2035米,金色黎明二期,4室1厅,楼层13/16,13.6㎡,1730,季付价,2015年建成
杭州,拱墅区申花,距5号线萍水街站站步行约1010米,景瑞申花壹号院,4室1厅,楼层23/26,15.1㎡,2030,季付价,2016年建成
