城市,行政区,小区地址,小区名称,小区户型,户型类型,面积,租金,租金付款方式,更新时间
杭州,上城-望江,候潮路34号,北落马营,3室1厅,1.标准平面,17,1940,付1押1,2019年7月17日
杭州,上城-湖滨,柳营路1号,柳营新村,1室厅,1.标准平面,17,2000,付1押1,2019年7月10日
杭州,西湖-转塘,八角路,天阳云筑(别墅),3室1厅,1.标准平面,17,940,付1押1,2019年7月8日
杭州,余杭-五常,五常大道,翡翠城(别墅),3室1厅,1.标准平面,17,1320,付1押1,2019年7月16日
杭州,江干-九堡客运站,"仁爱路,近下沙路",昆仑红苹果,3室1厅,1.标准平面,17,1500,付1押1,2019年7月10日
杭州,下城-武林,体育场路370号,浙江文化大厦,1室厅,1.标准平面,50,6232,付1押1,2019年7月7日
杭州,钱塘新区-下沙物美,6号大街,瓯江大厦,3室1厅,1.标准平面,16,1160,付1押1,2019年7月17日
杭州,滨江-西兴,"闻涛路,近江晖路",杭州印,3室1厅,1.标准平面,16,1380,付1押1,2019年7月11日
杭州,江干-钱江新城,市民街99号,世包国际中心,3室1厅,1.标准平面,19,2360,付1押1,2019年7月17日
杭州,下城-东新,新天地街,新天地世嘉君座,2室1厅,1.标准平面,49,2500,付1押1,2019年7月17日
杭州,钱塘新区-金沙湖,金沙大道,万亚金沙湖1号,3室1厅,1.标准平面,15,2260,付1押1,2019年7月11日
杭州,江干-九堡客运站,"时装街,近杭乔路",璞玉公馆,3室1厅,1.标准平面,17,2040,付1押1,2019年7月11日
杭州,江干-南肖埠,秋涛北路83号,新城市广场,3室1厅,1.标准平面,17,2000,付1押1,2019年7月11日
杭州,滨江-浦沿,"火炬大道,近西湘路",火炬小区,3室1厅,1.标准平面,20,2400,付1押1,2019年7月11日
杭州,上城-近江,近江西路23号,近江七园,3室1厅,1.标准平面,18,2220,付1押1,2019年7月11日
杭州,江干-九堡客运站,"九睦路,近九乔路",鑫运时代金座,2室1厅,1.标准平面,50,2800,年付,2019年7月16日
杭州,下城-长庆,长庆街63号,柳营花园,1室厅,1.标准平面,16,2320,付1押1,2019年7月11日
杭州,滨江-区政府,"滨盛路,近三桥路",印月尚庭,3室1厅,1.标准平面,19,1620,付1押1,2019年7月3日
杭州,下城-石桥,长城街,新沁家园,3室1厅,1.标准平面,18,1960,付1押1,2019年7月11日
杭州,拱墅-万达广场,祥园路35号,杭州运河广告产业园,1室厅,1.标准平面,25,2448,付1押1,2019年6月28日
杭州,杭州周边-绍兴,站前路168号,文锦园,3室1厅,1.标准平面,18,1720,付1押1,2019年7月11日
杭州,西湖-西湖三墩,振华路1号,首开国风美域,3室1厅,1.标准平面,15,1300,付1押1,2019年7月17日
杭州,西湖-紫金港,"萍水西街,近竞舟北路",优盘时代,3室1厅,1.标准平面,17,1180,付1押1,2019年7月4日
杭州,江干-火车东站,新塘路672号,中豪五星国际,3室1厅,1.标准平面,18,1980,付1押1,2019年7月9日
杭州,拱墅-半山,广济路,联合畔上居,3室1厅,1.标准平面,16,1380,付1押1,2019年7月11日
杭州,上城-吴山,"衢江路,近近江北路",怡和苑,2室1厅,1.标准平面,19.95,1700,付1押1,2019年6月28日
杭州,拱墅-汽车北站,丽晶湾路99号,祥符佳苑,3室1厅,1.标准平面,20,2380,付1押1,2019年7月16日
杭州,钱塘新区-下沙江滨,"16号大街,近23号大街",世茂江滨花园瑞景湾,5室3厅,1.标准平面,259,10500,付3押1,2019年7月12日
杭州,西湖-文新,文二西路369号,南都德加西区,3室1厅,1.标准平面,16,1340,付1押1,2019年7月11日
杭州,上城-近江,近江东路2号,世纪坊,3室1厅,1.标准平面,17,1940,付1押1,2019年7月12日
杭州,萧山-北干,市心中路165号,旺角城新天地,3室1厅,1.标准平面,18,1500,付1押1,2019年7月2日
杭州,滨江-浦沿,伟业路399号,钱塘景苑,3室1厅,1.标准平面,17,1440,付1押1,2019年7月11日
杭州,余杭-五常,荆长大道377号,百家乐西园(别墅),3室1厅,1.标准平面,15,1300,付1押1,2019年7月16日
杭州,余杭-未来科技城,文一西路,西溪蓝海(商住楼),3室1厅,1.标准平面,16,1320,付1押1,2019年7月11日
杭州,余杭-闲林,文一西路,新湖果岭(别墅),3室1厅,1.标准平面,18,1120,付1押1,2019年7月4日
杭州,西湖-紫金港,申花路789号,剑桥公社,3室1厅,1.标准平面,19,1640,付1押1,2019年7月11日
杭州,江干-九堡科技园,九环路60号,华鸿罗兰春天,3室1厅,1.标准平面,18,1000,付1押1,2019年7月8日
杭州,江干-三里亭,机场路一巷19号,闻皇庙社区三合院,3室1厅,1.标准平面,20,1280,付1押1,2019年7月10日
杭州,余杭-勾庄,"古墩路,近池华街",杭州金地广场,1室1厅,1.标准平面,40,2000,付1押1,2019年7月10日
杭州,西湖-学军,莫干山路,建工新村,1室厅,1.标准平面,18,1760,付1押1,2019年7月11日
杭州,余杭-未来科技城,"创景路,近龙潭路",创客空间,3室1厅,1.标准平面,17,1960,付1押1,2019年7月5日
杭州,余杭-未来科技城,"文昌路,近常二路",福鼎家园,3室1厅,1.标准平面,19,1760,付1押1,2019年7月17日
杭州,拱墅-半山,明园路,明园路小区,3室1厅,1.标准平面,17,1540,付1押1,2019年7月10日
杭州,拱墅-桥西,小河路385号,小河路385号小区,3室1厅,1.标准平面,16,1380,付1押1,2019年7月17日
杭州,下城-北景园,回龙路312号,北景园月桂苑,3室1厅,1.标准平面,18,1980,付1押1,2019年7月2日
杭州,江干-火车东站,"东宁路,近花园兜街",东港嘉苑三区,2室1厅,1.标准平面,16.92,1480,付1押1,2019年7月11日
杭州,江干-闸弄口,艮山西路95号,绿地华家池印(公寓),3室2厅,1.标准平面,145,18000,面议,2019年7月16日
杭州,下城-宝善,体育场路8-10号,裕达大厦,3室1厅,1.标准平面,18,2060,付1押1,2019年7月5日
杭州,萧山-钱江世纪城,"市心北路,近皓月路",京港国际,3室1厅,1.标准平面,15,1780,付1押1,2019年7月15日
杭州,钱塘新区-大学城北,云涛北路,丰隆百翘香江,3室1厅,1.标准平面,17,1960,付1押1,2019年7月11日
杭州,钱塘新区-金沙湖,幸福南路1288号,金沙国际,3室1厅,1.标准平面,17,2160,付1押1,2019年7月11日
杭州,余杭-勾庄,"祥运路,近杭行路",融科瑷颐湾,2室2厅,1.标准平面,89,2900,面议,2019年7月16日
杭州,西湖-松木场,天目山路35-43号,胜利新村,1室厅,1.标准平面,18,2000,付1押1,2019年7月5日
杭州,余杭-乔司,方塘埠路,胜稼红星嘉园二区,3室1厅,1.标准平面,18,1360,付1押1,2019年7月11日
杭州,萧山-钱江世纪城,"奔竞大道,近金鸡路",利二花苑,3室2厅,1.标准平面,100,6000,面议,2019年7月10日
杭州,滨江-西兴,滨康路,兴耀鑫都汇,3室1厅,1.标准平面,18,1920,付1押1,2019年7月5日
杭州,江干-九堡科技园,九环路60号,华鸿罗兰春天,3室1厅,1.标准平面,16,1600,付1押1,2019年7月17日
杭州,西湖-紫金港,余杭塘路799号,五洲国际广场,3室1厅,1.标准平面,20,1780,付1押1,2019年7月9日
杭州,西湖-西湖三墩,西园八路,金地自在城鹭影轩,3室3厅,1.标准平面,150,3800,付3押2,2019年7月13日
杭州,江干-艮北新城,"建华路,近三官塘路",越秀招商天悦江湾(别墅),3室1厅,1.标准平面,16,1180,付1押1,2019年7月15日
杭州,拱墅-拱宸桥,杭印路,五洋运河人家,3室1厅,1.标准平面,15,1040,付1押1,2019年7月16日
杭州,下城-石桥,康宁路,华丰家豪商城,3室1厅,1.标准平面,16,1300,付1押1,2019年7月15日
杭州,钱塘新区-大学城北,秀水街190号,宋都东郡国际锦湾,3室1厅,1.标准平面,18,1360,付1押1,2019年7月10日
杭州,拱墅-申花,萍水街450号,昆仑橡树园,3室2厅,1.标准平面,130,3500,付3押1,2019年7月11日
杭州,下城-朝晖,文晖路309号,青园小区,3室1厅,1.标准平面,102,6900,面议,2019年7月10日
杭州,萧山-开发区,"建设一路,近金鸡路",萧山宝龙城市广场,2室2厅,1.标准平面,75,3800,付3押1,2019年7月16日
杭州,江干-景芳,东宁路,云峰家园,3室1厅,1.标准平面,17,1260,付1押1,2019年7月11日
杭州,萧山-钱江世纪城,鸿宁路1021号,盈一佳苑,3室1厅,1.标准平面,17,1940,付1押1,2019年7月11日
杭州,上城-南星,"中山南路,近城隍牌楼口",城隍牌楼巷新公房,2室1厅,1.标准平面,65,3500,面议,2019年7月16日
杭州,下城-和平,朝晖路36号,流水北苑,3室1厅,1.标准平面,16,1880,付1押1,2019年7月11日
杭州,江干-彭埠,同协南路5号,白石嘉苑,3室1厅,1.标准平面,18,1420,付1押1,2019年7月17日
杭州,江干-四季青,"清江路,近杭海路",夕照新村,3室1厅,1.标准平面,16,1420,付1押1,2019年7月5日
杭州,萧山-钱江世纪城,皓月路188号,万和国际,3室1厅,1.标准平面,15,1800,付1押1,2019年7月11日
杭州,江干-艮北新城,三官塘路,建华家苑,3室1厅,1.标准平面,16,1100,付1押1,2019年7月10日
杭州,萧山-北干,工人路558号,怡佳公寓,3室1厅,1.标准平面,17,1840,付1押1,2019年7月4日
杭州,西湖-翠苑,隐秀路380号,庆隆苑西区,2室1厅,1.标准平面,65,3200,面议,2019年7月15日
杭州,钱塘新区-下沙江滨,24号大街,保利湾天地,3室1厅,1.标准平面,18,1020,付1押1,2019年7月4日
杭州,西湖-西湖三墩,大禹路,三墩颐景园曲水苑(别墅),3室1厅,1.标准平面,15,1040,付1押1,2019年7月17日
杭州,萧山-钱江世纪城,市心北路737号,顺发佳境天城(公寓),3室1厅,1.标准平面,18,2060,付1押1,2019年7月17日
杭州,下城-东新,西文街149号,中粮方圆府(公寓),3室1厅,1.标准平面,20,1640,付1押1,2019年7月15日
杭州,拱墅-申花,"塘萍路,近水月街",方家花苑(东区),3室1厅,1.标准平面,17,1400,付1押1,2019年7月11日
杭州,江干-凯旋/采荷,青玉路1号,采荷小区玉荷,3室1厅,1.标准平面,18,1340,付1押1,2019年7月10日
杭州,滨江-西兴,"古塘路,近西兴路",官河公寓,1室厅,1.标准平面,15,2160,付1押1,2019年7月8日
杭州,西湖-学军,"莫干山路,近文三路",沈塘新村,1室1厅,1.标准平面,42,2200,面议,2019年7月16日
杭州,西湖-古荡,华星街174号,嘉绿苑南区,3室1厅,1.标准平面,18,1720,付1押1,2019年7月11日
杭州,拱墅-湖墅,密渡桥路2号,白马公寓,4室2厅,1.标准平面,253,17500,面议,2019年7月15日
杭州,萧山-开发区,"振宁路,近金鸡路",万科大家世纪之光,4室2厅,1.标准平面,126,7300,付3押1,2019年6月29日
杭州,拱墅-拱宸桥,上塘路605弄,紫荆家园,3室2厅,1.标准平面,101,3000,面议,2019年7月17日
杭州,萧山-北干,"金城路,近风情大道",中国铁建江南国际城,3室1厅,1.标准平面,19,1740,付1押1,2019年7月11日
杭州,西湖-黄龙,天目山路150号,世贸丽晶城,1室2厅,1.标准平面,80,6000,付3押1,2019年6月26日
杭州,钱塘新区-下沙江滨,6号大街328号,华元云水苑(公寓),3室1厅,1.标准平面,19,1440,付1押1,2019年7月10日
杭州,江干-闸弄口,艮山支三路10号,闸弄口东村,1室1厅,1.标准平面,18,4100,付1押1,2019年7月17日
杭州,江干-九堡客运站,杭海路,九堡明珠公寓3幢,3室1厅,1.标准平面,16,1360,付1押1,2019年7月11日
杭州,上城-南星,候潮路,融创大家侯潮府,3室1厅,1.标准平面,15,1820,付1押1,2019年7月11日
杭州,西湖-留下,杨梅山路216号,玉屏居,4室1厅,1.标准平面,25,1581,付1押1,2019年6月28日
杭州,下城-天水,环城北路173号,水星阁花园,3室1厅,1.标准平面,18,2240,付1押1,2019年7月11日
杭州,上城-小营,丰家兜8号,丰乐苑,1室1厅,1.标准平面,43,2000,面议,2019年7月16日
杭州,钱塘新区-金沙湖,天城东路,东沙铭城,1室1厅,1.标准平面,38,1700,付1押1,2019年6月29日
杭州,西湖-文三路,文三路383号,华门世家,3室1厅,1.标准平面,18,1460,付1押1,2019年7月11日
杭州,余杭-闲林,"闲林东路,近高教路",闲林山水海棠苑,2室2厅,1.标准平面,89,2600,付3押1,2019年7月13日
杭州,下城-朝晖,上塘路,朝晖八小区,3室1厅,1.标准平面,19,1600,付1押1,2019年7月16日
杭州,江干-彭埠,"环站东路,近新塘路",新和嘉苑,3室1厅,1.标准平面,15,1540,付1押1,2019年7月17日
杭州,上城-复兴,"紫花路,近复兴路",紫花苑(北区),3室1厅,1.标准平面,18,1840,付1押1,2019年7月9日
杭州,余杭-未来科技城,"海曙路,近良睦路",仓溢东苑,3室1厅,1.标准平面,17,1580,付1押1,2019年7月11日
杭州,西湖-翠苑,学院路129号,国都枫华府第,1室厅,1.标准平面,15,1800,付1押1,2019年7月12日
杭州,余杭-勾庄,"古墩路,近通济路",亲亲家园三期,3室1厅,1.标准平面,16,1680,付1押1,2019年7月11日
杭州,江干-五堡,德胜东路,原筑悦庄,3室1厅,1.标准平面,18,1260,付1押1,2019年7月17日
杭州,萧山-蜀山,市心南路,朝阳8号(别墅),1室厅,1.标准平面,15,1400,付1押1,2019年7月11日
杭州,拱墅-申花,申花路,景瑞悦西台,1室厅,1.标准平面,19,1640,付1押1,2019年7月10日
杭州,西湖-紫金港,"古墩路,近圣东街",三坝雅苑,3室1厅,1.标准平面,17,1340,付1押1,2019年7月2日
杭州,萧山-钱江世纪城,市心北路853号,绿都港汇中心,2室1厅,1.标准平面,80,3500,面议,2019年7月17日
杭州,滨江-浦沿,东冠路704号,浮力森林苑,3室1厅,1.标准平面,15,1480,付1押1,2019年7月11日
杭州,余杭-勾庄,"好运街,近东吴路",风雅乐府,4室2厅,1.标准平面,200,6480,付1押1,0219年23月16日
杭州,下城-和平,"文晖路,近东新路",和平苑社区打铁关新村,1室1厅,1.标准平面,46,2200,付3押1,2019年7月14日
杭州,西湖-翠苑,文二路418号,翠苑五区,1室厅,1.标准平面,18,1720,付1押1,2019年7月12日
杭州,萧山-开发区,建设一路,德信君宸,3室1厅,1.标准平面,90,5100,年付,2019年7月7日
杭州,钱塘新区-下沙江滨,十号大街东29号,和达东东城,1室厅,1.标准平面,19,2000,付1押1,2019年7月15日
杭州,江干-彭埠,环站北路8号,笕东嘉苑,3室1厅,1.标准平面,17,1320,付1押1,2019年7月17日
杭州,余杭-余杭三墩,"古墩路,近董家路",亲亲家园一期,3室1厅,1.标准平面,16,1600,付1押1,2019年7月17日
杭州,下城-建国路,建国北路586号,嘉联华铭座,3室1厅,1.标准平面,18,2100,付1押1,2019年7月5日
杭州,萧山-钱江世纪城,"民和路,近利丰路",世纪晶钻,3室1厅,1.标准平面,19,1760,付1押1,2019年7月11日
杭州,拱墅-申花,"塘萍路,近拱苑路",黄龙金茂悦,1室厅,1.标准平面,15,1780,付1押1,2019年7月15日
杭州,钱塘新区-金沙湖,高沙路166号,下沙铭都雅苑,2室1厅,1.标准平面,60,2800,付1押1,2019年7月12日
杭州,滨江-区政府,"丹枫路,近飞虹路",绿地旭辉大厦,3室1厅,1.标准平面,17,1300,付1押1,2019年7月11日
杭州,拱墅-桥西,花园岗街186号,花园岗街186号小区,3室1厅,1.标准平面,19,1500,付1押1,2019年7月17日
杭州,钱塘新区-下沙江滨,19号大街709号,天元公寓,3室1厅,1.标准平面,17,1200,付1押1,2019年7月3日
杭州,下城-东新,石祥路72号,望景公寓,1室厅,1.标准平面,17,1700,付1押1,2019年7月12日
杭州,江干-五堡,德胜东路,原筑悦庄,3室1厅,1.标准平面,18,2420,付1押1,2019年7月8日
杭州,萧山-北干,"金山路,近博学路",绿都湖滨花园,3室1厅,1.标准平面,17,1340,付1押1,2019年7月2日
杭州,杭州周边-绍兴,"博学路,近多宝路",清泰苑,3室1厅,1.标准平面,18,1480,付1押1,2019年7月11日
杭州,萧山-城厢,萧然南路275号,怡景公寓,1室厅,1.标准平面,16,1420,付1押1,2019年7月10日
杭州,滨江-西兴,滨安路126号,水晶湾城市雅苑,3室1厅,1.标准平面,18,1740,付1押1,2019年7月9日
杭州,萧山-北干,建设二路528号,德圣博奥城,2室2厅,1.标准平面,80,4300,付3押1,2019年7月14日
杭州,拱墅-汽车北站,丰庆路,天阳美林湾北区,1室厅,1.标准平面,15,1660,付1押1,2019年7月16日
杭州,萧山-钱江世纪城,"飞虹路,近永晖路",滨江金色江南,3室2厅,1.标准平面,90,5200,付3押1,2019年7月17日
杭州,钱塘新区-金沙湖,"文渊路,近德胜快速路",四季广场,3室1厅,1.标准平面,15,2040,付1押1,2019年7月17日
杭州,余杭-未来科技城,水城北路,欧美金融城西溪丽晶,3室1厅,1.标准平面,17,1240,付1押1,2019年7月15日
杭州,西湖-九莲,文三路356号,九莲新村,3室1厅,1.标准平面,19,1620,付1押1,2019年7月11日
杭州,西湖-西湖三墩,民意街45号,都市水乡水秀苑,1室厅,1.标准平面,15,1920,付1押1,2019年7月15日
杭州,余杭-乔司,杭海路1636号,复地连城国际,3室1厅,1.标准平面,25,1150,付1押1,2019年7月17日
杭州,西湖-黄龙,"体育场路,近保俶路",王家弄小区,3室1厅,1.标准平面,16,1680,付1押1,2019年7月11日
杭州,下城-天水,中山北路417号,南都天水苑,3室1厅,1.标准平面,17,2000,付1押1,2019年7月5日
杭州,江干-火车东站,石桥路90号,恒祺克拉公馆(公寓),3室1厅,1.标准平面,16,1500,付1押1,2019年7月17日
杭州,江干-闸弄口,秋涛北路257号,同方国际,3室1厅,1.标准平面,18,1020,付1押1,2019年7月11日
杭州,西湖-留下,"天目山西路,近西溪路",浙江油田留下小区,3室1厅,1.标准平面,20,1260,付1押1,2019年7月11日
杭州,下城-北景园,回龙路321号,通和都市枫林,3室1厅,1.标准平面,17,1820,付1押1,2019年7月5日
杭州,江干-丁桥,长睦路,北城枫景园,3室1厅,1.标准平面,18,960,付1押1,2019年7月8日
杭州,上城-近江,近江北路39号,鸥江公寓,3室1厅,1.标准平面,20,1500,付1押1,2019年7月17日
杭州,滨江-浦沿,"滨文路,近西浦路",万科璞悦湾,3室1厅,1.标准平面,15,1520,付1押1,2019年7月4日
杭州,萧山-北干,"金城路,近风情大道",中国铁建江南国际城,3室1厅,1.标准平面,19,1740,付1押1,2019年7月11日
杭州,滨江-长河,香溢路88号,白金海岸花园,3室1厅,1.标准平面,18,1720,付1押1,2019年7月17日
杭州,钱塘新区-下沙江滨,学正街169号,中兴景冉佳园,3室1厅,1.标准平面,18,1460,付1押1,2019年7月4日
杭州,上城-南星,龙舌路46号,海运国际,1室1厅,1.标准平面,70,2800,面议,2019年7月13日
杭州,上城-湖滨,开元路74号,开元路74号小区,3室1厅,1.标准平面,18,2000,付1押1,2019年7月11日
杭州,上城-复兴,钱江路8号,钱江国际商务中心,3室1厅,1.标准平面,15,2280,付1押1,2019年7月2日
杭州,西湖-黄龙,曙光路160号,里东山弄,2室1厅,1.标准平面,58,2800,付1押1,2019年7月15日
杭州,萧山-北干,"博学路,近金鸡路",丰润家园,4室1厅,1.标准平面,16,1300,付2押1,2019年7月8日
杭州,上城-湖滨,青年路,见仁里,1室1厅,1.标准平面,45,2100,面议,2019年7月16日
杭州,滨江-浦沿,"滨文路,近明德路",江畔云庐,3室1厅,1.标准平面,16,1980,付1押1,2019年7月11日
杭州,滨江-区政府,"扬帆路,近丹枫路",龙湖春江彼岸,3室2厅,1.标准平面,120,4500,付3押1,2019年7月14日
杭州,萧山-开发区,建设二路25号,嘉利公寓,3室1厅,1.标准平面,18,1220,付1押1,2019年7月4日
杭州,拱墅-大关,大关路254-264号,大关西五苑,3室1厅,1.标准平面,18,2420,付1押1,2019年7月9日
杭州,江干-三堡,"御临路,近运新路",运新花苑三区,3室1厅,1.标准平面,16,1100,付1押1,2019年7月9日
杭州,萧山-钱江世纪城,市心北路785号,顺发和美家,4室2厅,1.标准平面,120,5500,付3押1,2019年7月12日
杭州,西湖-黄龙,外东山弄,外东山弄小区,2室1厅,1.标准平面,65,2650,付3押1,2019年7月14日
杭州,江干-景芳,钱潮路636号,瑞凯水湘大厦,3室1厅,1.标准平面,16,2160,付1押1,2019年7月17日
杭州,江干-景芳,新塘路318号,东城印象公寓,3室1厅,1.标准平面,16,2060,付1押1,2019年7月17日
杭州,西湖-莲花街,"古墩路,近天目山路",新安嘉苑,2室2厅,1.标准平面,100,3300,付3押1,2019年7月10日
杭州,下城-建国路,建国北路426号,树园小区,2室1厅,1.标准平面,58.8,3100,面议,2019年7月15日
杭州,杭州周边-湖州,环西路11号,华盛达广场,3室1厅,1.标准平面,17,1840,付1押1,2019年7月16日
杭州,下城-东新,石祥路86-2号,石桥南苑,3室1厅,1.标准平面,17,1500,付1押1,2019年7月17日
杭州,萧山-闻堰,"湘西路,近风情大道",旭辉滨江东方悦府,3室1厅,1.标准平面,17,1200,付1押1,2019年7月17日
杭州,下城-潮鸣,建国北路80号,云龙十一景,3室2厅,1.标准平面,143.07,4500,面议,2019年6月15日
杭州,拱墅-桥西,"小河路,近文岚路",德信臻园,3室1厅,1.标准平面,18,2220,付1押1,2019年7月5日
杭州,上城-定安,浣纱路,浣纱路小区,1室1厅,1.标准平面,45,2000,付3押1,2019年7月7日
杭州,钱塘新区-金沙湖,"海达南路,近东侧支路",智格豪城,3室1厅,1.标准平面,18,1420,付1押1,2019年7月17日
杭州,下城-东新,石桥路309号,长瀛苑,1室厅,1.标准平面,19,1860,付1押1,2019年7月12日
杭州,下城-武林,体育场路370号,浙江文化大厦,1室厅,1.标准平面,55,6022,付1押1,2019年6月28日
杭州,西湖-古荡,文三西路13号,古荡新村西区,1室1厅,1.标准平面,45,1800,面议,2019年7月17日
杭州,上城-南星,秋涛路37号,秋江雅院,3室1厅,1.标准平面,120,1700,付3押1,2019年7月11日
杭州,拱墅-和睦,"莫干山路,近三宝西路",墨香苑,3室1厅,1.标准平面,18,1260,付1押1,2019年7月16日
杭州,江干-城东新城,"新塘路,近明月桥路",新中宇维萨,3室1厅,1.标准平面,19,1760,付1押1,2019年7月11日
杭州,滨江-浦沿,滨文路,钱塘玫瑰湾,3室1厅,1.标准平面,18,2140,付1押1,2019年7月9日
杭州,萧山-开发区,建设二路401号,保利霞飞郡(公寓),3室1厅,1.标准平面,15,1050,付1押1,2019年7月17日
杭州,江干-九堡科技园,九盛路,格畈家园,3室1厅,1.标准平面,19,1860,付1押1,2019年7月17日
杭州,西湖-莲花街,竞舟路1号,筑品金座,3室1厅,1.标准平面,17,1500,付1押1,2019年7月9日
杭州,下城-潮鸣,"王马巷,近新华路",王马巷小区,3室1厅,1.标准平面,17,1820,付1押1,2019年7月15日
杭州,江干-三里亭,机场路一巷165号,三里新城竹苑,3室1厅,1.标准平面,15,1460,付1押1,2019年7月17日
杭州,余杭-乔司,东湖北路,供电局宿舍,3室1厅,1.标准平面,18,1480,付1押1,2019年7月10日
杭州,西湖-西湖三墩,紫荆花北路439号,秀里华庭,3室1厅,1.标准平面,16,1460,付1押1,2019年7月11日
杭州,西湖-文新,文一西路320号,高教新村,2室1厅,1.标准平面,80,4300,付3押1,2019年7月6日
杭州,钱塘新区-金沙湖,"海达南路,近金沙大道",龙湖滟澜星座,3室1厅,1.标准平面,20,1780,付1押1,2019年7月6日
杭州,上城-复兴,"紫花路,近复兴路",紫花苑(北区),3室1厅,1.标准平面,18,2360,付1押1,2019年7月11日
杭州,钱塘新区-下沙江湾,学源街339号,丽泽苑,3室1厅,1.标准平面,16,1300,付1押1,2019年7月17日
杭州,西湖-西湖三墩,"紫荆花北路,近育英路",望月公寓,3室1厅,1.标准平面,15,1160,付1押1,2019年7月15日
杭州,拱墅-汽车北站,丰庆路,天阳美林湾北区,3室1厅,1.标准平面,15,1160,付1押1,2019年7月16日
杭州,萧山-钱江世纪城,"飞虹路,近永晖路",滨江金色江南,3室1厅,1.标准平面,17,1240,付1押1,2019年7月17日
杭州,西湖-留下,留和路,石马新村,3室1厅,1.标准平面,18,1340,付1押1,2019年6月24日
杭州,西湖-转塘,"转塘路,近望江山路",西房云溪香山北区,3室2厅,1.标准平面,139,4999,付3押1,2019年7月5日
杭州,钱塘新区-金沙湖,海通街229号,东岸嘉园二区,3室1厅,1.标准平面,17,1820,付1押1,2019年7月11日
杭州,萧山-钱江世纪城,市心北路737号,顺发佳境天城(公寓),2室2厅,1.标准平面,107,3900,付3押1,2019年7月12日
杭州,萧山-北干,市心中路165号,旺角城新天地,2室1厅,1.标准平面,65,2700,付1押1,2019年7月16日
杭州,钱塘新区-下沙江滨,"22号大街,近19号大街",金隅观澜时代朗轩,3室1厅,1.标准平面,20,1120,付1押1,2019年7月10日
杭州,拱墅-桥西,"登云路,近通益路",名城公馆(别墅),3室1厅,1.标准平面,16,1100,付1押1,2019年7月11日
杭州,西湖-九莲,保俶北路28号,保俶北路28号小区,3室1厅,1.标准平面,18,1420,付1押1,2019年7月5日
杭州,西湖-西湖三墩,"汇周路,近联良路",三墩景溪北苑,1室厅,1.标准平面,17,1640,付1押1,2019年7月11日
杭州,西湖-西湖三墩,"墩祥街,近清池路",中海紫藤苑,3室1厅,1.标准平面,20,1280,付1押1,2019年7月17日
杭州,下城-建国路,建国北路586号,宝善公寓,3室1厅,1.标准平面,16,1940,付1押1,2019年7月9日
杭州,西湖-文新,竞舟路220号,金成花园(公寓),2室1厅,1.标准平面,75,2800,面议,2019年7月17日
杭州,下城-北景园,东新路1102-1116号,北景竹邻苑,3室2厅,1.标准平面,105,3400,付3押1,2019年7月17日
杭州,西湖-紫金港,余杭塘路866号,港湾家园,3室1厅,1.标准平面,16,1380,付1押1,2019年7月9日
杭州,上城-近江,近江北路41-63号,华龙坊,3室1厅,1.标准平面,16,2380,付1押1,2019年7月11日
杭州,西湖-松木场,文星桥26号,佳苑公寓,1室厅,1.标准平面,20,2060,付1押1,2019年7月5日
杭州,西湖-紫金港,"紫荆花路,近长江路",浙港国际,3室1厅,1.标准平面,19,1280,付1押1,2019年7月9日
杭州,西湖-文一路,丰潭路171号,绿洲湾,3室1厅,1.标准平面,17,1460,付1押1,2019年7月10日
杭州,钱塘新区-下沙物美,松乔街458号,元成恒盛公寓,1室厅,1.标准平面,17,1540,付1押1,2019年7月12日
杭州,西湖-莲花街,莲花街225号,西荡苑桃苑,2室2厅,1.标准平面,89,2800,付3押1,2019年7月17日
杭州,萧山-城厢,金家桥路,韩家弄小区,1室厅,1.标准平面,18,1720,付1押1,2019年7月12日
杭州,西湖-西湖三墩,金蓬街,金地自在城栖霞居,3室2厅,1.标准平面,90,3500,付3押1,2019年7月17日
杭州,萧山-开发区,加贸路1号,中誉万豪广场,3室1厅,1.标准平面,16,1680,付1押1,2019年7月17日
杭州,拱墅-汽车北站,学院北路,新城金玺钰府,3室1厅,1.标准平面,18,1140,付1押1,2019年7月16日
杭州,拱墅-万达广场,祥园路,新文苑,3室1厅,1.标准平面,16,1380,付1押1,2019年7月10日
杭州,下城-三塘,"石祥路,近东新路口",西文东苑,3室1厅,1.标准平面,16,1060,付1押1,2019年7月11日
杭州,拱墅-桥西,广丰街101号,宜家时代,3室1厅,1.标准平面,18,1460,付1押1,2019年7月17日
杭州,上城-南星,甬江路6号,滨江阳光海岸,3室1厅,1.标准平面,16,1760,付1押1,2019年7月11日
杭州,西湖-转塘,"霞鸣街,近象山路",定山家园,1室1厅,1.标准平面,45,1500,付1押1,2019年7月8日
杭州,滨江-区政府,西兴路2333号,兴耀星澜之城,2室1厅,1.标准平面,19.6,2260,付1押1,2019年7月11日
杭州,拱墅-汽车北站,莫干山路,金地申花里,1室厅,1.标准平面,18,2480,付1押1,2019年7月17日
杭州,萧山-北干,永久路,华达社区永华小区,3室1厅,1.标准平面,18,1460,付1押1,2019年7月11日
杭州,西湖-文三路,天目山路118号,天目山路118号小区,1室厅,1.标准平面,18,1740,付1押1,2019年7月12日
杭州,滨江-区政府,江南大道380号,江南豪园,4室2厅,1.标准平面,156,11000,面议,2019年7月15日
